# Time;x;y;z;LookX;LookY;LookZ
0.0;461183.0035710942;4660069.014755724;1099.9844735984136;461193.0;4660079.0;1100.0
16.0;461190.6462462433;4660075.057855071;1101.905904693484;461200.65265265264;4660085.056056056;1101.901901901902
32.0;461198.296304711;4660081.112093519;1103.793186883013;461208.3053053053;4660091.112112112;1103.8038038038037
48.0;461205.9532287149;4660087.166211995;1105.7034210229929;461215.95795795793;4660097.1681681685;1105.7057057057057
64.0;461213.6153259896;4660093.203481097;1107.6134429204183;461223.61061061063;4660103.224224225;1107.6076076076076
80.0;461221.2403317683;4660099.285000745;1109.4993702084043;461231.2632632633;4660109.28028028;1109.5095095095096
96.0;461228.9256678375;4660105.362071694;1111.41624634635;461238.9159159159;4660115.336336336;1111.4114114114113
112.0;461236.5802305133;4660111.389077526;1113.32363404181;461246.56856856856;4660121.392392392;1113.3133133133133
128.0;461244.2193888517;4660117.455527;1115.215084987737;461254.2212212212;4660127.448448448;1115.2152152152153
144.0;461251.87886025955;4660123.4954393525;1117.1362148047856;461261.87387387385;4660133.504504505;1117.1171171171172
160.0;461259.5193419811;4660129.562061513;1119.0199792774802;461269.52652652655;4660139.560560561;1119.019019019019
176.0;461267.17340992216;4660135.62027485;1120.9082436390468;461277.1791791792;4660145.616616617;1120.920920920921
192.0;461274.8124698626;4660141.694932622;1122.819651369187;461284.83183183183;4660151.672672673;1122.822822822823
208.0;461282.47366117145;4660147.721140875;1124.7319105682552;461292.4844844845;4660157.728728728;1124.7247247247246
224.0;461290.13321714866;4660153.796033097;1126.6241247107987;461300.1371371371;4660163.784784785;1126.6266266266266
240.0;461297.7916769673;4660159.857860048;1128.5299406438087;461307.78978978976;4660169.840840841;1128.5285285285286
256.0;461305.4428331046;4660165.88629359;1130.437398120843;461315.44244244247;4660175.896896897;1130.4304304304305
272.0;461313.0767444045;4660171.9379253695;1132.3221521271598;461323.0950950951;4660181.952952953;1132.3323323323323
288.0;461320.74812433857;4660178.033581707;1134.2274725089226;461330.74774774775;4660188.009009009;1134.2342342342342
304.0;461328.41721828975;4660184.069919694;1136.139992086906;461338.4004004004;4660194.065065065;1136.1361361361362
320.0;461336.0504367819;4660190.122730085;1138.034981404357;461346.05305305304;4660200.121121122;1138.038038038038
336.0;461343.6980328106;4660196.1610255735;1139.9536792184344;461353.7057057057;4660206.177177177;1139.93993993994
352.0;461351.3681572645;4660202.2342270985;1141.838799859034;461361.3583583584;4660212.233233233;1141.8418418418419
368.0;461359.01828873926;4660208.293723375;1143.7562208027778;461369.011011011;4660218.289289289;1143.7437437437438
384.0;461366.6652143171;4660214.359005054;1145.652200193607;461376.66366366367;4660224.345345345;1145.6456456456456
400.0;461374.31107261765;4660220.398288915;1147.5331678139466;461384.3163163163;4660230.4014014015;1147.5475475475475
416.0;461381.9814738723;4660226.458522605;1149.4698107014383;461391.96896896895;4660236.457457458;1149.4494494494495
432.0;461389.62404694554;4660232.520146276;1151.34725072887;461399.6216216216;4660242.513513514;1151.3513513513512
448.0;461397.2720889183;4660238.571638132;1153.2428796774211;461407.2742742743;4660248.56956957;1153.2532532532532
464.0;461404.9145396494;4660244.626272884;1155.171830998077;461414.92692692694;4660254.625625625;1155.1551551551552
480.0;461412.56232891366;4660250.692222887;1157.056907490691;461422.5795795796;4660260.681681681;1157.0570570570571
496.0;461420.23505217757;4660256.7457274655;1158.9640976297349;461430.2322322322;4660266.737737738;1158.9589589589589
512.0;461427.8843342326;4660262.792607975;1160.873917251486;461437.8848848849;4660272.793793794;1160.8608608608608
528.0;461435.5430509018;4660268.849480123;1162.7578386104103;461445.5375375375;4660278.84984985;1162.7627627627628
544.0;461443.1829628127;4660274.900322304;1164.6747842915775;461453.1901901902;4660284.905905906;1164.6646646646648
560.0;461450.83952660713;4660280.971785209;1166.5619750694605;461460.84284284286;4660290.961961962;1166.5665665665665
576.0;461458.4779465355;4660287.025178902;1168.4718554006529;461468.4954954955;4660297.018018018;1168.4684684684685
592.0;461466.15079081577;4660293.087358676;1170.3827173297445;461476.14814814815;4660303.074074074;1170.3703703703704
608.0;461473.81585445575;4660299.11886596;1172.2790210164735;461483.8008008008;4660309.13013013;1172.2722722722722
624.0;461481.4487035877;4660305.199948716;1174.1817429700218;461491.45345345343;4660315.186186186;1174.1741741741741
640.0;461489.1126052243;4660311.25180269;1176.0821971265993;461499.10610610613;4660321.242242242;1176.076076076076
656.0;461496.7636936705;4660317.287371771;1177.980301744257;461506.7587587588;4660327.298298298;1177.977977977978
672.0;461504.427703959;4660323.358356029;1179.8577014179202;461514.4114114114;4660333.354354355;1179.8798798798798
688.0;461512.0554147138;4660329.421100623;1181.7851847489685;461522.06406406406;4660339.410410411;1181.7817817817818
704.0;461519.73647082614;4660335.478182074;1183.683193749048;461529.7167167167;4660345.466466467;1183.6836836836837
720.0;461527.3580990471;4660341.517195292;1185.5847569720472;461537.36936936935;4660351.522522522;1185.5855855855857
736.0;461535.0228927426;4660347.5791962445;1187.5026539311752;461545.02202202205;4660357.578578578;1187.4874874874874
752.0;461542.66019825207;4660353.627779374;1189.4069341101092;461552.6746746747;4660363.6346346345;1189.3893893893894
768.0;461550.3318818383;4660359.680059807;1191.2697093912157;461560.32732732734;4660369.690690691;1191.2912912912914
784.0;461557.9860788009;4660365.76169533;1193.1982474316133;461567.97997998;4660375.746746747;1193.193193193193
800.0;461565.6567813224;4660371.803121581;1195.1041851215064;461575.6326326326;4660381.802802803;1195.095095095095
816.0;461573.28079107695;4660377.855551017;1196.9990141911414;461583.28528528527;4660387.858858859;1196.996996996997
832.0;461580.9406926503;4660383.927610328;1198.9061262538555;461590.9379379379;4660393.914914915;1198.898898898899
848.0;461588.5816889239;4660389.981264097;1200.8174121810791;461598.5905905906;4660399.970970971;1200.8008008008007
864.0;461596.2559461441;4660396.026544311;1202.697949059136;461606.24324324325;4660406.027027027;1202.7027027027027
880.0;461603.91392740316;4660402.090973696;1204.6016162385774;461613.8958958959;4660412.083083083;1204.6046046046047
896.0;461611.5520131962;4660408.136907517;1206.5068147554693;461621.54854854854;4660418.139139139;1206.5065065065064
912.0;461619.1985367014;4660414.209644126;1208.3978041482274;461629.2012012012;4660424.195195195;1208.4084084084084
928.0;461626.8700076255;4660420.258740037;1210.3088717927992;461636.8538538538;4660430.251251251;1210.3103103103103
944.0;461634.51914771757;4660426.311412853;1212.2028062182271;461644.5065065065;4660436.307307308;1212.2122122122123
960.0;461642.14744625654;4660432.374913412;1214.1177924567626;461652.1591591592;4660442.363363364;1214.114114114114
976.0;461649.83251173206;4660438.4137840215;1216.01716629966;461659.8118118118;4660448.419419419;1216.016016016016
992.0;461657.4676528298;4660444.468083061;1217.89918110314;461667.46446446446;4660454.475475475;1217.917917917918
1009.0;461665.1046180008;4660450.558354701;1219.8387926398514;461675.1171171171;4660460.531531531;1219.8198198198197
1025.0;461672.7705980669;4660456.590913883;1221.7436135459284;461682.76976976974;4660466.587587588;1221.7217217217217
1041.0;461680.43447405373;4660462.645263004;1223.61285218629;461690.42242242245;4660472.643643644;1223.6236236236236
1057.0;461688.0845787605;4660468.693414628;1225.526243213817;461698.0750750751;4660478.6996997;1225.5255255255256
1073.0;461695.72578246053;4660474.748244083;1227.4203027615192;461705.72772772773;4660484.755755756;1227.4274274274273
