# Time;cameraId;LookX;LookY;LookZ;GetImage;Channel
0;1;461183;4660069;0;1;rgb|ir
16;1;461183;4660069;0;0;rgb|ir
32;1;461183;4660069;0;0;rgb|ir
48;1;461183;4660069;0;0;rgb|ir
64;1;461183;4660069;0;0;rgb|ir
80;1;461183;4660069;0;0;rgb|ir
96;1;461183;4660069;0;0;rgb|ir
112;1;461183;4660069;0;0;rgb|ir
128;1;461183;4660069;0;0;rgb|ir
144;1;461183;4660069;0;0;rgb|ir
160;1;461183;4660069;0;0;rgb|ir
176;1;461183;4660069;0;0;rgb|ir
192;1;461183;4660069;0;0;rgb|ir
208;1;461183;4660069;0;0;rgb|ir
224;1;461183;4660069;0;0;rgb|ir
240;1;461183;4660069;0;0;rgb|ir
256;1;461183;4660069;0;0;rgb|ir
272;1;461183;4660069;0;0;rgb|ir
288;1;461183;4660069;0;0;rgb|ir
304;1;461183;4660069;0;0;rgb|ir
320;1;461183;4660069;0;0;rgb|ir
336;1;461183;4660069;0;0;rgb|ir
352;1;461183;4660069;0;0;rgb|ir
368;1;461183;4660069;0;0;rgb|ir
384;1;461183;4660069;0;0;rgb|ir
400;1;461183;4660069;0;0;rgb|ir
416;1;461183;4660069;0;0;rgb|ir
432;1;461183;4660069;0;0;rgb|ir
448;1;461183;4660069;0;0;rgb|ir
464;1;461183;4660069;0;0;rgb|ir
480;1;461183;4660069;0;0;rgb|ir
496;1;461183;4660069;0;0;rgb|ir
512;1;461183;4660069;0;0;rgb|ir
528;1;461183;4660069;0;0;rgb|ir
544;1;461183;4660069;0;0;rgb|ir
560;1;461183;4660069;0;0;rgb|ir
576;1;461183;4660069;0;0;rgb|ir
592;1;461183;4660069;0;0;rgb|ir
608;1;461183;4660069;0;0;rgb|ir
624;1;461183;4660069;0;0;rgb|ir
640;1;461183;4660069;0;0;rgb|ir
656;1;461183;4660069;0;0;rgb|ir
672;1;461183;4660069;0;0;rgb|ir
688;1;461183;4660069;0;0;rgb|ir
704;1;461183;4660069;0;0;rgb|ir
720;1;461183;4660069;0;0;rgb|ir
736;1;461183;4660069;0;0;rgb|ir
752;1;461183;4660069;0;0;rgb|ir
768;1;461183;4660069;0;0;rgb|ir
784;1;461183;4660069;0;0;rgb|ir
800;1;461183;4660069;0;0;rgb|ir
816;1;461183;4660069;0;0;rgb|ir
832;1;461183;4660069;0;0;rgb|ir
848;1;461183;4660069;0;0;rgb|ir
864;1;461183;4660069;0;0;rgb|ir
880;1;461183;4660069;0;0;rgb|ir
896;1;461183;4660069;0;0;rgb|ir
912;1;461183;4660069;0;0;rgb|ir
928;1;461183;4660069;0;0;rgb|ir
944;1;461183;4660069;0;0;rgb|ir
960;1;461183;4660069;0;0;rgb|ir
976;1;461183;4660069;0;0;rgb|ir
992;1;461183;4660069;0;0;rgb|ir
1009;1;461183;4660069;0;0;rgb|ir
1025;1;461183;4660069;0;0;rgb|ir
1041;1;461183;4660069;0;0;rgb|ir
1057;1;461183;4660069;0;0;rgb|ir
1073;1;461183;4660069;0;0;rgb|ir
1089;1;461183;4660069;0;0;rgb|ir
1105;1;461183;4660069;0;0;rgb|ir
1121;1;461183;4660069;0;0;rgb|ir
1137;1;461183;4660069;0;0;rgb|ir
1153;1;461183;4660069;0;0;rgb|ir
